doc_id,term_id,frequency
17431_txt_crude,tariffs,1
6335_txt_earn,investment,1
17738_txt_acq,mass,1
6863_txt_earn,firm,1
10784_txt_acq,statement,3
11597_txt_acq,westinghouse,1
2268_txt_acq,common,1
17277_txt_trade,television,1
19506_txt_crude,agency,2
18096_txt_earn,basic,2
20878_txt_crude,added,2
11575_txt_earn,wall,2
2383_txt_crude,lukman,7
2973_txt_crude,five,1
11225_txt_trade,yeutter,1
4125_txt_crude,drilled,1
4039_txt_crude,unable,1
17405_txt_crude,encourage,1
2998_txt_crude,day,1
15832_txt_earn,mln,2
12564_txt_trade,planned,1
4474_txt_crude,12,1
17365_txt_crude,co,1
19509_txt_crude,last,2
925_txt_trade,accomplished,1
8972_txt_earn,dlrs,1
17254_txt_crude,expected,1
7067_txt_crude,company,1
12084_txt_interest,hannes,1
17405_txt_crude,currently,2
11095_txt_acq,p,2
338_txt_trade,took,1
11175_txt_trade,threat,2
12858_txt_acq,110,1
16774_txt_trade,senior,1
2211_txt_earn,prior,1
2417_txt_trade,agreed,1
16442_txt_trade,148,1
8441_txt_acq,withdrawn,1
5244_txt_crude,telex,2
9527_txt_crude,earthquakestricken,1
5675_txt_acq,western,1
20363_txt_earn,sale,1
11444_txt_crude,oil,2
8198_txt_trade,orderly,1
7110_txt_acq,merger,1
19943_txt_acq,cash,1
10196_txt_earn,inc,1
2973_txt_crude,damage,2
15052_txt_acq,april,1
16469_txt_earn,insured,1
7733_txt_acq,might,1
3342_txt_crude,barrel,1
19506_txt_crude,years,1
6091_txt_interest,lawsons,2
15885_txt_acq,1986,1
15821_txt_earn,revs,1
13046_txt_trade,baker,2
15352_txt_trade,drop,1
8608_txt_trade,barriers,1
2546_txt_acq,sues,1
225_txt_interest,effective,1
15006_txt_earn,shr,1
8835_txt_crude,service,1
4621_txt_earn,equally,1
20959_txt_crude,probably,1
10623_txt_trade,opened,1
2620_txt_trade,areas,1
704_txt_crude,already,1
3463_txt_earn,minor,1
19191_txt_interest,buying,1
3111_txt_interest,one,6
15501_txt_acq,confirmation,1
8198_txt_trade,potential,1
17054_txt_crude,43km,1
6177_txt_crude,excessive,1
12919_txt_interest,old,1
7011_txt_trade,asia,1
16449_txt_acq,rights,1
4074_txt_earn,fall,2
17277_txt_trade,newspaper,1
4277_txt_acq,now,1
4132_txt_earn,profits,1
12042_txt_earn,revs,2
6163_txt_crude,oil,10
9076_txt_trade,expressed,1
13263_txt_earn,drexel,1
12231_txt_earn,20760000,1
4067_txt_earn,officer,1
1875_txt_crude,now,1
4115_txt_trade,surplus,5
16946_txt_trade,new,1
3931_txt_trade,resolve,1
17405_txt_crude,will,3
982_txt_acq,impossible,1
21260_txt_earn,accured,1
2121_txt_crude,year,2
18600_txt_acq,dividends,1
12862_txt_earn,bank,1
11663_txt_earn,initial,1
3332_txt_crude,40,1
12044_txt_earn,lost,1
3743_txt_earn,185,1
17816_txt_crude,newly,1
3770_txt_trade,growth,1
5507_txt_trade,partners,1
20363_txt_earn,utilization,2
4692_txt_earn,turnover,2
10632_txt_crude,restrain,1
17004_txt_acq,individual,1
20865_txt_trade,year,3
8799_txt_earn,helped,1
15296_txt_earn,classified,1
7496_txt_crude,50000,1
6525_txt_earn,oberhausen,1
7867_txt_acq,tender,2
10455_txt_trade,applications,2
8186_txt_trade,theyve,1
4408_txt_acq,owned,1
20930_txt_earn,vs,4
11822_txt_acq,owned,2
12274_txt_interest,fa,1
3762_txt_interest,active,1
17304_txt_trade,nakasones,1
1798_txt_acq,dlrs,3
20797_txt_acq,reuter,1
9532_txt_trade,might,1
12521_txt_earn,concern,1
17672_txt_earn,shrs,2
14881_txt_trade,early,1
5507_txt_trade,ottawa,1
1656_txt_trade,involved,1
1616_txt_crude,pct,3
1616_txt_crude,information,1
2585_txt_crude,pbt,1
12203_txt_acq,york,2
14971_txt_earn,mths,1
19273_txt_trade,states,2
21260_txt_earn,dividends,2
10642_txt_trade,domestic,1
11153_txt_earn,shr,1
12278_txt_interest,ccc,3
11198_txt_trade,booming,1
21047_txt_earn,net,2
7643_txt_trade,part,5
7733_txt_acq,held,2
5235_txt_interest,used,1
242_txt_crude,producers,1
19483_txt_interest,sustain,1
5236_txt_trade,mln,3
10642_txt_trade,sure,1
5540_txt_earn,stock,1
9642_txt_acq,80,1
5118_txt_crude,ecuadorean,1
17305_txt_trade,two,4
9761_txt_earn,krpgd,1
12389_txt_earn,dlrs,5
3534_txt_interest,plans,1
11580_txt_trade,year,2
10767_txt_trade,sides,1
10767_txt_trade,willing,1
17967_txt_earn,avg,1
19304_txt_earn,shr,2
299_txt_earn,mln,3
2522_txt_crude,454,1
19880_txt_acq,5602,1
10213_txt_acq,acquire,1
11397_txt_trade,said,4
12294_txt_earn,506000,1
1306_txt_crude,gulf,1
16531_txt_acq,catalog,1
16777_txt_trade,cooperatives,1
11357_txt_trade,retaliating,1
10788_txt_acq,common,1
15762_txt_earn,quarter,2
21369_txt_crude,major,1
8252_txt_trade,months,1
16723_txt_crude,paid,2
21386_txt_earn,financial,1
17666_txt_acq,norway,1
18148_txt_trade,evident,1
12305_txt_acq,help,1
20474_txt_crude,upsurge,1
4238_txt_trade,provisional,3
19378_txt_acq,speculators,1
16075_txt_interest,9,1
20453_txt_earn,sfp,1
8160_txt_crude,bring,1
11210_txt_acq,30,1
16677_txt_acq,said,5
20384_txt_earn,elmira,2
1689_txt_earn,full,1
17429_txt_crude,delegation,1
21315_txt_earn,mln,8
12848_txt_trade,prepared,1
10665_txt_trade,avert,1
10196_txt_earn,26,1
13142_txt_crude,said,3
17329_txt_crude,calling,1
10238_txt_acq,leave,1
8344_txt_interest,15,1
5236_txt_trade,billion,6
20721_txt_crude,dlrs,2
2688_txt_crude,official,1
11118_txt_crude,crude,1
10919_txt_earn,respectively,2
19241_txt_acq,boston,1
11746_txt_interest,pass,2
1963_txt_trade,says,3
20095_txt_crude,boost,1
8209_txt_crude,fall,1
16074_txt_interest,429,1
11736_txt_earn,net,2
9279_txt_crude,tenneco,1
1478_txt_trade,raise,1
10094_txt_earn,ny,1
2522_txt_crude,announced,1
18688_txt_acq,smaller,1
5160_txt_trade,secretary,1
15404_txt_acq,fund,1
714_txt_acq,pitted,1
4067_txt_earn,advances,3
7771_txt_trade,court,1
2952_txt_interest,oneweek,1
3939_txt_acq,customers,1
6060_txt_crude,future,1
10311_txt_acq,compete,1
3204_txt_crude,record,1
1689_txt_earn,effect,1
12848_txt_trade,activity,1
8240_txt_trade,meeting,2
20419_txt_earn,192,1
17329_txt_crude,best,1
8624_txt_trade,wiesbaden,1
3446_txt_trade,interest,1
16926_txt_trade,another,1
20865_txt_trade,usisraeli,1
19815_txt_earn,21,1
8224_txt_acq,subject,1
16094_txt_trade,tariffs,1
5739_txt_acq,banking,1
19304_txt_earn,five,1
546_txt_earn,sets,1
20308_txt_earn,496,1
17083_txt_trade,1698,1
4404_txt_earn,618,1
17431_txt_crude,nearly,1
8186_txt_trade,clayton,1
15840_txt_trade,going,1
10439_txt_earn,qtly,2
3594_txt_crude,reports,1
17077_txt_interest,secondary,1
14739_txt_trade,grounds,1
14826_txt_trade,tokyos,1
20262_txt_interest,tone,1
10080_txt_crude,308,1
8637_txt_trade,tariffs,1
5328_txt_earn,svizzera,1
246_txt_crude,water,1
2596_txt_acq,early,1
7085_txt_earn,results,1
11888_txt_acq,southmark,2
4429_txt_crude,end,1
5973_txt_trade,1988,1
551_txt_acq,ny,1
4609_txt_crude,said,6
236_txt_crude,alsabah,1
2619_txt_earn,reduced,1
246_txt_crude,said,5
8209_txt_crude,colorado,1
16377_txt_earn,1986,1
19448_txt_acq,investment,2
15840_txt_trade,large,1
5722_txt_earn,div,1
20384_txt_earn,assets,1
17359_txt_crude,greater,1
918_txt_crude,expansion,1
7733_txt_acq,20,1
17706_txt_acq,national,4
11397_txt_trade,new,1
930_txt_crude,crude,1
7802_txt_trade,civil,4
11763_txt_acq,buyout,3
16672_txt_earn,name,1
3463_txt_earn,0830,1
1718_txt_earn,international,1
17573_txt_acq,evaluating,1
9509_txt_acq,company,1
13144_txt_interest,financial,1
12627_txt_interest,one,1
12044_txt_earn,revenues,4
17419_txt_crude,remain,1
4374_txt_earn,paradise,3
4453_txt_crude,louisiana,1
10960_txt_acq,hialeah,1
19683_txt_acq,nj,1
20412_txt_earn,92967487,1
18075_txt_acq,airlines,1
2775_txt_crude,drain,1
7733_txt_acq,base,1
6163_txt_crude,100000,1
19378_txt_acq,carpenter,1
6201_txt_crude,came,1
11492_txt_acq,week,2
9551_txt_earn,company,1
11837_txt_acq,ijmuiden,1
3192_txt_interest,japan,1
17023_txt_trade,weeks,1
15447_txt_trade,investigation,2
12889_txt_acq,3,1
6346_txt_acq,number,1
7802_txt_trade,meetings,1
12250_txt_acq,ltd,1
7600_txt_trade,might,1
18795_txt_crude,increases,1
4777_txt_earn,cts,5
16684_txt_acq,capital,1
16257_txt_trade,action,2
8546_txt_acq,23,1
17929_txt_crude,accept,2
11763_txt_acq,freight,1
19833_txt_acq,principal,3
16747_txt_acq,among,1
11202_txt_acq,0915,1
7964_txt_acq,continue,1
10845_txt_crude,1320,1
17506_txt_acq,months,1
10192_txt_crude,discuss,1
11100_txt_crude,owned,1
13276_txt_crude,quarter,1
19512_txt_interest,sell,2
9184_txt_trade,deputy,1
17256_txt_trade,volume,1
7433_txt_acq,board,1
12822_txt_acq,transaction,1
10518_txt_acq,price,1
11370_txt_earn,168,1
3674_txt_earn,nj,1
16139_txt_trade,market,3
20095_txt_crude,needed,2
5210_txt_earn,companies,3
3609_txt_crude,fields,1
16777_txt_trade,friction,1
13095_txt_acq,rvial,1
21203_txt_earn,shrs,1
4488_txt_acq,valid,1
7593_txt_acq,vendex,1
211_txt_crude,petroleum,1
10784_txt_acq,afg,1
8027_txt_earn,2243377,1
14826_txt_trade,mean,1
3078_txt_trade,released,1
2219_txt_acq,part,1
16095_txt_trade,internal,1
19887_txt_earn,sales,2
853_txt_acq,investigators,2
19713_txt_acq,funds,1
2522_txt_crude,internal,1
1809_txt_trade,protectionist,1
11822_txt_acq,heavy,2
10130_txt_earn,two,1
4067_txt_earn,french,3
2530_txt_crude,prices,1
1306_txt_crude,sources,1
17075_txt_trade,financing,1
11858_txt_interest,markets,1
19509_txt_crude,several,1
3770_txt_trade,quotas,1
1771_txt_acq,say,1
2309_txt_earn,half,1
16667_txt_acq,du,2
17573_txt_acq,incorporate,1
6119_txt_crude,fee,1
8823_txt_acq,offering,1
17236_txt_crude,april,1
15939_txt_crude,1990,1
11487_txt_trade,set,1
9677_txt_acq,march,2
21466_txt_acq,19,1
16680_txt_acq,dd,1
8637_txt_trade,perception,1
1343_txt_crude,previous,1
14485_txt_acq,catherine,1
9712_txt_trade,gap,1
4132_txt_earn,214,1
14843_txt_acq,linkup,1
11497_txt_earn,31,1
1015_txt_earn,dlrs,4
3111_txt_interest,surprised,1
16215_txt_acq,assurance,1
5057_txt_trade,help,1
12604_txt_trade,lifted,1
19648_txt_earn,vs,6
19981_txt_acq,based,1
6034_txt_acq,around,1
15154_txt_trade,deputy,1
8186_txt_trade,eventually,1
8478_txt_crude,house,1
1718_txt_earn,sees,2
12094_txt_acq,said,1
13236_txt_crude,dropped,1
15703_txt_earn,drugs,1
1680_txt_trade,ruling,1
20095_txt_crude,producers,1
110_txt_acq,since,2
2449_txt_crude,profit,1
17963_txt_crude,fahd,1
3874_txt_earn,5274000,1
2998_txt_crude,tone,1
17086_txt_acq,c,1
20887_txt_acq,dlrs,1
17236_txt_crude,100000,1
4472_txt_earn,vs,6
13236_txt_crude,japanese,2
2775_txt_crude,barney,1
15227_txt_earn,gros,1
690_txt_earn,calif,1
8198_txt_trade,pulled,1
8080_txt_trade,particularly,1
2374_txt_acq,pct,4
5272_txt_acq,announced,1
16961_txt_crude,capital,2
16256_txt_trade,ecs,2
8493_txt_crude,take,1
13045_txt_trade,institutions,1
1771_txt_acq,share,3
11487_txt_trade,francois,1
1680_txt_trade,reuter,1
15840_txt_trade,performance,3
11916_txt_acq,co,1
9155_txt_crude,exploration,7
15171_txt_trade,white,1
5902_txt_acq,approves,1
1729_txt_acq,greenwich,1
19833_txt_acq,group,3
14912_txt_trade,april,1
5281_txt_crude,february,1
18148_txt_trade,secretary,1
6952_txt_trade,ministry,1
19128_txt_crude,year,2
2998_txt_crude,just,1
20744_txt_acq,flores,2
20586_txt_earn,2688000,1
2799_txt_acq,per,1
11175_txt_trade,shiratori,3
16163_txt_acq,preferred,2
1909_txt_crude,spot,2
21435_txt_earn,avg,2
19511_txt_interest,operation,5
10114_txt_earn,record,1
8662_txt_trade,work,1
1863_txt_trade,months,1
16680_txt_acq,action,1
18564_txt_interest,decline,1
2383_txt_crude,way,1
5543_txt_earn,qtr,3
3903_txt_earn,available,1
6816_txt_earn,domestic,1
20048_txt_interest,vehicles,1
1836_txt_acq,advisers,1
7011_txt_trade,declined,1
17593_txt_interest,said,3
14912_txt_trade,hopes,1
5689_txt_earn,scheduled,1
16354_txt_earn,costs,2
17429_txt_crude,us,1
13174_txt_earn,warehouses,2
14220_txt_trade,indicators,3
8635_txt_trade,get,1
17212_txt_acq,establishing,1
10693_txt_crude,march,1
918_txt_crude,maya,1
6166_txt_crude,untested,1
20869_txt_crude,discoveries,2
18938_txt_acq,scheduled,2
10130_txt_earn,washington,1
20802_txt_earn,minneapolis,1
8699_txt_trade,66,1
16680_txt_acq,however,1
8514_txt_acq,entered,1
13276_txt_crude,face,1
17519_txt_crude,along,3
3884_txt_earn,said,2
17419_txt_crude,moment,1
17212_txt_acq,equivalent,1
2667_txt_earn,tax,1
1675_txt_trade,aims,1
13115_txt_crude,continue,1
10905_txt_trade,key,1
12602_txt_trade,maintained,1
17180_txt_trade,said,4
1478_txt_trade,exports,7
8799_txt_earn,grew,1
10665_txt_trade,dispute,2
2470_txt_acq,rights,6
2998_txt_crude,larger,1
5973_txt_trade,paris,1
8344_txt_interest,temporary,1
16278_txt_earn,13,1
273_txt_crude,longterm,1
2205_txt_earn,695,1
6816_txt_earn,five,1
8220_txt_acq,acquisition,1
4425_txt_crude,refineries,3
11444_txt_crude,tax,2
5273_txt_crude,ahmed,1
17365_txt_crude,houston,1
169_txt_earn,5503000,1
8849_txt_acq,complete,1
7634_txt_earn,2nd,1
17746_txt_acq,pct,1
10632_txt_crude,total,1
17212_txt_acq,aftertax,1
15629_txt_acq,medfirst,2
12627_txt_interest,bank,5
21502_txt_crude,exports,1
5507_txt_trade,now,1
17519_txt_crude,said,7
17478_txt_crude,month,1
10779_txt_trade,belligerent,1
4525_txt_crude,lloyd,1
19890_txt_acq,telcom,1
6944_txt_acq,money,1
17780_txt_crude,said,4
1360_txt_earn,gdb,1
5220_txt_trade,agency,1
7011_txt_trade,industry,1
18774_txt_crude,one,1
13008_txt_interest,839,1
7355_txt_crude,corporation,1
11192_txt_acq,mln,6
3048_txt_crude,coast,1
1306_txt_crude,level,2
17716_txt_acq,subject,1
9556_txt_earn,gain,4
6816_txt_earn,news,1
12563_txt_trade,statement,1
299_txt_earn,2,1
17519_txt_crude,allocated,1
17875_txt_crude,1665,1
246_txt_crude,compared,1
2064_txt_interest,spanish,2
12457_txt_trade,response,1
19368_txt_acq,5008120,1
19312_txt_acq,dlrs,1
7679_txt_acq,chicago,1
8096_txt_earn,550332,1
10508_txt_acq,whose,1
6930_txt_acq,lifestyles,1
14982_txt_acq,threshold,2
474_txt_acq,laporte,1
8252_txt_trade,evidence,1
1117_txt_earn,reuter,1
11403_txt_crude,mississippi,1
12472_txt_trade,next,1
1814_txt_earn,vs,1
9051_txt_trade,progress,1
10905_txt_trade,presidential,1
3711_txt_acq,late,1
17201_txt_trade,lift,2
9081_txt_acq,closing,1
3991_txt_acq,received,2
5160_txt_trade,asked,1
3009_txt_acq,march,1
12602_txt_trade,tariff,1
11198_txt_trade,imbalance,1
17771_txt_crude,shut,2
10355_txt_trade,corporations,1
1676_txt_acq,approval,1
3902_txt_trade,first,1
10375_txt_trade,tariffs,1
21291_txt_acq,owns,1
2128_txt_acq,us,2
11198_txt_trade,studies,1
11746_txt_interest,reuter,1
12521_txt_earn,commercial,1
7814_txt_acq,oregon,1
8582_txt_earn,23,1
6752_txt_earn,potential,1
18663_txt_acq,fairfield,1
2767_txt_crude,measured,1
21376_txt_acq,mimas,1
2121_txt_crude,biannual,1
3133_txt_interest,rates,2
11514_txt_acq,march,1
19512_txt_interest,1200,2
10779_txt_trade,investigation,1
6767_txt_acq,corp,2
15121_txt_earn,40,1
8755_txt_crude,ship,1
10427_txt_earn,neck,1
14904_txt_trade,japanese,3
9761_txt_earn,order,2
18495_txt_earn,51p,1
8667_txt_trade,reservations,1
10455_txt_trade,president,2
4039_txt_crude,also,1
16374_txt_earn,4661000,1
8294_txt_earn,year,1
8592_txt_trade,early,1
12521_txt_earn,billion,1
3711_txt_acq,refiled,1
5604_txt_earn,prior,1
7065_txt_acq,reuter,1
13085_txt_acq,control,1
15679_txt_earn,9,1
1409_txt_acq,steel,2
15821_txt_earn,sji,1
10209_txt_trade,hard,1
4365_txt_crude,7500,1
12604_txt_trade,us,3
17771_txt_crude,affected,1
11198_txt_trade,although,1
15149_txt_acq,makers,1
13046_txt_trade,fund,2
16871_txt_trade,cost,1
3133_txt_interest,lloyds,2
2783_txt_acq,make,1
17071_txt_interest,announcement,1
13290_txt_crude,production,2
14859_txt_earn,authorised,1
6441_txt_acq,pct,2
8029_txt_trade,questions,1
11076_txt_trade,conclude,1
12084_txt_interest,genossenschaftliche,1
17254_txt_crude,pertamina,1
5281_txt_crude,brasil,1
10750_txt_crude,oil,1
10264_txt_trade,aides,1
3563_txt_crude,robert,1
21408_txt_acq,instruments,1
12775_txt_crude,facility,1
18104_txt_trade,announcement,2
12592_txt_interest,prime,2
10608_txt_trade,saba,2
10623_txt_trade,next,2
12084_txt_interest,savers,1
9937_txt_earn,dlr,2
8322_txt_earn,oneforfive,1
10960_txt_acq,agreed,1
11_txt_earn,loans,1
16957_txt_trade,industries,1
17304_txt_trade,leaders,1
1871_txt_trade,start,2
6976_txt_trade,904,1
17298_txt_crude,oil,5
11763_txt_acq,future,1
3556_txt_crude,emergency,1
17780_txt_crude,mechanical,1
17863_txt_acq,attempt,2
21386_txt_earn,758,1
6346_txt_acq,begins,1
11817_txt_interest,chase,1
236_txt_crude,based,1
12509_txt_interest,said,1
5543_txt_earn,revs,2
19648_txt_earn,inc,1
8663_txt_trade,yesterday,1
4714_txt_crude,meeting,3
11941_txt_interest,151173,1
718_txt_trade,country,1
10623_txt_trade,harder,1
21131_txt_crude,oct,1
5692_txt_trade,doubled,2
3360_txt_interest,march,2
18157_txt_acq,company,2
6090_txt_acq,schlumberger,1
20262_txt_interest,staging,1
787_txt_acq,prime,1
4593_txt_crude,negotiate,1
5717_txt_trade,must,1
4552_txt_trade,word,1
17245_txt_trade,current,1
17771_txt_crude,already,1
96_txt_acq,cut,1
6323_txt_earn,shrs,2
8137_txt_interest,weakening,1
15476_txt_earn,4682000,1
8252_txt_trade,spelled,1
17054_txt_crude,gave,1
16995_txt_acq,bring,1
2775_txt_crude,energy,1
1022_txt_trade,legislation,1
19832_txt_crude,grieveson,1
13256_txt_crude,industrialised,1
11253_txt_acq,industries,1
4983_txt_crude,13,1
2775_txt_crude,led,1
10080_txt_crude,1382,1
169_txt_earn,7866000,1
6926_txt_trade,debate,1
14199_txt_trade,added,1
4425_txt_crude,societe,1
15121_txt_earn,members,1
2520_txt_acq,papers,1
11861_txt_interest,economists,2
2596_txt_acq,annesley,7
20894_txt_earn,note,1
17247_txt_interest,begin,1
6926_txt_trade,treated,1
15217_txt_acq,form,1
13046_txt_trade,redefinition,1
21259_txt_earn,214,1
18355_txt_earn,total,1
543_txt_crude,oil,4
21215_txt_earn,550,1
714_txt_acq,2,1
11461_txt_trade,told,1
960_txt_acq,purely,1
10097_txt_earn,726816,1
20968_txt_earn,136856,1
13115_txt_crude,dutchshell,1
19509_txt_crude,third,1
17289_txt_crude,equilibrium,1
9279_txt_crude,six,1
19683_txt_acq,25,1
14626_txt_acq,note,1
13005_txt_acq,expected,1
1497_txt_acq,completed,1
6752_txt_earn,issue,1
3711_txt_acq,carl,1
12698_txt_acq,recommends,1
14739_txt_trade,currently,1
10960_txt_acq,energy,2
13256_txt_crude,use,1
4593_txt_crude,de,1
12125_txt_interest,sun,1
9642_txt_acq,said,2
9135_txt_trade,25,1
718_txt_trade,dismantling,1
6034_txt_acq,sell,2
714_txt_acq,arbitrage,1
6369_txt_interest,governments,1
2107_txt_acq,pct,2
787_txt_acq,industries,1
1103_txt_acq,pct,1
8151_txt_trade,practice,1
16095_txt_trade,visit,1
5057_txt_trade,full,1
4525_txt_crude,issue,1
6473_txt_acq,material,1
145_txt_earn,oil,3
7310_txt_interest,inflation,2
16787_txt_trade,yasuhiro,1
16973_txt_trade,american,1
10097_txt_earn,october,1
12600_txt_acq,redeemable,1
8909_txt_acq,beverage,1
10960_txt_acq,operates,1
18096_txt_earn,8425,1
11253_txt_acq,financial,1
17180_txt_trade,reached,1
19378_txt_acq,market,2
11498_txt_trade,brief,1
7190_txt_earn,ct,1
4604_txt_crude,exploration,2
4664_txt_crude,dlr,2
6187_txt_earn,chicago,1
8155_txt_earn,2424p,1
11370_txt_earn,december,1
236_txt_crude,sell,1
16777_txt_trade,food,3
19291_txt_crude,352,1
925_txt_trade,trade,12
19557_txt_interest,badly,2
17333_txt_acq,blocks,1
5270_txt_crude,deal,1
3118_txt_earn,mln,4
2725_txt_interest,dealers,1
4810_txt_earn,return,2
15352_txt_trade,action,1
11123_txt_earn,anything,1
9110_txt_acq,lot,1
8979_txt_earn,1985s,1
3740_txt_earn,inc,1
8592_txt_trade,roadbut,1
236_txt_crude,expected,2
4333_txt_crude,technology,1
6248_txt_earn,three,1
2775_txt_crude,bonny,1
20757_txt_trade,coffee,1
5565_txt_earn,welbilt,1
8602_txt_trade,international,2
20695_txt_earn,824000,1
12202_txt_earn,earlier,1
8044_txt_trade,100,1
242_txt_crude,13member,1
11550_txt_acq,duffy,1
7272_txt_earn,dlrs,1
16139_txt_trade,threatened,2
9230_txt_acq,new,4
18157_txt_acq,june,1
18488_txt_interest,officials,1
17579_txt_acq,4675,1
18138_txt_acq,stanley,2
6996_txt_crude,corporate,1
6335_txt_earn,floated,1
9445_txt_crude,federal,3
10788_txt_acq,transaction,2
5906_txt_earn,1st,1
15230_txt_crude,launched,1
9515_txt_trade,said,1
11132_txt_earn,784000,1
353_txt_crude,denied,1
11722_txt_acq,unit,1
2850_txt_earn,taxes,1
17329_txt_crude,worlds,1
15900_txt_acq,welbac,2
3874_txt_earn,6536000,1
13256_txt_crude,155,1
1909_txt_crude,will,1
8029_txt_trade,bought,2
8951_txt_interest,buys,1
10695_txt_trade,cost,1
8579_txt_earn,loss,6
1152_txt_earn,mln,5
11763_txt_acq,immediately,1
5902_txt_acq,november,1
10767_txt_trade,effect,1
19499_txt_crude,grades,1
21436_txt_earn,19,1
6763_txt_earn,board,1
3573_txt_acq,york,1
3430_txt_crude,go,1
7791_txt_acq,trust,2
16688_txt_acq,british,2
6121_txt_acq,sees,1
11076_txt_trade,talks,2
6121_txt_acq,elaborate,1
10375_txt_trade,part,1
11225_txt_trade,wedd,1
19181_txt_acq,transaction,1
7362_txt_acq,associates,1
20885_txt_earn,cts,5
17199_txt_crude,registered,1
3219_txt_interest,market,1
21228_txt_acq,companys,1
17081_txt_acq,p,1
20038_txt_interest,like,1
13039_txt_trade,deputy,2
20095_txt_crude,conditions,1
758_txt_earn,loss,3
8635_txt_trade,general,1
8747_txt_trade,linked,2
11465_txt_acq,occidental,3
18313_txt_acq,told,1
13291_txt_crude,increased,1
17164_txt_acq,dlr,1
5873_txt_acq,los,1
2227_txt_earn,418500,1
8005_txt_earn,march,1
17279_txt_trade,congress,2
11177_txt_acq,way,1
13043_txt_acq,reuter,1
8051_txt_earn,investment,1
18774_txt_crude,rules,1
11574_txt_trade,usda,2
10455_txt_trade,tariffs,1
18577_txt_acq,year,1
7496_txt_crude,parra,1
20787_txt_trade,reagan,3
19331_txt_acq,greenwich,1
15239_txt_acq,whats,1
16094_txt_trade,expected,1
3261_txt_acq,marvin,1
3743_txt_earn,probablility,1
8472_txt_acq,previously,1
2973_txt_crude,prices,1
7643_txt_trade,towards,1
6630_txt_acq,offer,2
7355_txt_crude,qualifying,1
6450_txt_trade,today,1
9872_txt_acq,said,2
10097_txt_earn,reverse,1
8252_txt_trade,utmost,1
6665_txt_acq,resolution,1
110_txt_acq,26,1
13263_txt_earn,officer,1
16872_txt_acq,stake,2
15107_txt_earn,including,1
3117_txt_earn,september,1
15736_txt_earn,share,2
12203_txt_acq,rose,1
11357_txt_trade,president,1
1686_txt_crude,news,1
6125_txt_crude,heavier,1
18602_txt_earn,sales,2
489_txt_crude,increase,1
11746_txt_interest,area,1
393_txt_acq,national,4
16911_txt_earn,shr,1
11529_txt_earn,141,1
1963_txt_trade,low,1
21541_txt_crude,late,1
5162_txt_acq,paris,1
17694_txt_acq,dallas,1
19775_txt_interest,early,1
18389_txt_crude,rupture,1
20344_txt_earn,150,1
8666_txt_acq,902,1
5057_txt_trade,1985,1
17329_txt_crude,told,1
21404_txt_acq,shares,4
13290_txt_crude,confident,2
15736_txt_earn,exdividend,2
4983_txt_crude,colombian,3
11498_txt_trade,shares,1
6996_txt_crude,newfound,1
10642_txt_trade,forced,1
8224_txt_acq,23,1
15200_txt_crude,ozal,1
16214_txt_interest,cooperation,1
5902_txt_acq,exercised,1
10918_txt_acq,300000,1
4970_txt_acq,management,4
15840_txt_trade,agency,1
15964_txt_crude,oranjenassau,1
2496_txt_earn,dallas,1
17573_txt_acq,commitment,1
12492_txt_acq,acquired,1
16680_txt_acq,alberta,2
1152_txt_earn,year,3
1808_txt_acq,motion,2
13062_txt_earn,final,1
16981_txt_interest,establish,1
11817_txt_interest,following,1
9763_txt_trade,georg,1
14865_txt_acq,ounces,1
11722_txt_acq,fiscal,1
9208_txt_crude,producing,1
13096_txt_crude,spokesman,1
15052_txt_acq,anderson,1
21466_txt_acq,said,1
2064_txt_interest,sacrifices,1
12250_txt_acq,propose,2
10693_txt_crude,give,1
6184_txt_crude,among,1
10213_txt_acq,developer,1
2757_txt_earn,trust,1
10566_txt_earn,split,3
18052_txt_earn,197,1
18698_txt_crude,said,2
8598_txt_crude,intend,1
6121_txt_acq,profits,3
17052_txt_interest,effective,1
6465_txt_earn,germany,1
2325_txt_acq,newport,1
14012_txt_trade,deal,1
17593_txt_interest,transactions,1
14982_txt_acq,prenotificaton,1
10238_txt_acq,backed,1
15579_txt_interest,washington,1
8322_txt_earn,june,1
6348_txt_crude,less,1
9015_txt_trade,severe,1
8580_txt_earn,nationalmlc4th,1
4595_txt_trade,richard,1
10455_txt_trade,londons,1
1875_txt_crude,intermediate,1
13056_txt_crude,april,1
952_txt_crude,overcome,1
17256_txt_trade,friends,1
14540_txt_earn,1985,1
19509_txt_crude,probably,1
6177_txt_crude,added,5
5273_txt_crude,cooperate,1
17075_txt_trade,annual,1
11076_txt_trade,suppliers,1
4360_txt_acq,said,3
11954_txt_acq,rothschild,1
1078_txt_interest,market,1
873_txt_crude,weakness,1
5167_txt_crude,help,2
7087_txt_trade,peanuts,1
18835_txt_trade,imports,3
1356_txt_trade,international,1
10398_txt_earn,finance,1
404_txt_earn,stock,1
2325_txt_acq,sbp,1
7319_txt_acq,without,1
9570_txt_acq,amount,1
7897_txt_acq,stock,4
16777_txt_trade,gakuen,1
4201_txt_acq,products,2
10311_txt_acq,ltd,2
9850_txt_acq,york,3
20919_txt_crude,pay,1
13276_txt_crude,production,2
10355_txt_trade,boxed,1
19539_txt_trade,procedures,1
14904_txt_trade,representative,2
